id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
5024,"ARLÉS Cabeceira",99.00,EXCLU,"hors stock",OK,,
5026,"ALICE - ESPELHO DE PAREDE 96,6CM BRANCO MATE",59.00,EXCLU,"prix < 80 € ; hors stock",OK,,
5027,"ESTELLE Roupeiro",299.00,EXCLU,"hors stock",OK,,
5030,"GRAN SAVONA Roupeiro",729.00,EXCLU,"hors stock",OK,,
5035,"BORO - SECRETÁRIA 1G 120X50 BRANCO MATE",139.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5036,"ESTELLE - SECRATÁRIA 1P 100X42 BRANCO MATE/SAHARA",119.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5042,"DAMA Aparador Alto",329.00,INCLUS,,MÉDIO,"description nettoyée",652
5043,"AMALFI LC - APARADOR 3P MADEIRA BRANCO LACADO BRILHANTE",299.00,EXCLU,"hors stock",OK,,
5044,"AMALFI LC - APARADOR 4P MADEIRA BRANCO LACADO BRILHANTE",399.00,EXCLU,"hors stock",OK,,
5045,"AMALFI LC - APARADOR MÉDIO 2P 3G BRANCO LACADO BRILHANTE",429.00,EXCLU,"hors stock",OK,,
5047,"AMALFI Base TV",279.00,EXCLU,"hors stock",OK,,
5049,"Amalfi Lc - Espelho de Parede Branco Lacado Brilhante",179.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
5050,"MIRO 08 Aparador",449.00,EXCLU,"hors stock",OK,,
5051,"MIRO 09 Aparador",399.00,EXCLU,"hors stock",OK,,
5052,"MIRO 07 Aparador",339.00,EXCLU,"hors stock",OK,,
5053,"MIRO 05 Aparador",289.00,EXCLU,"hors stock",OK,,
5055,"HAMBURG 08K Aparador",299.00,INCLUS,,MÉDIO,"description nettoyée",408
5056,"HAMBURG 07K Aparador",299.00,EXCLU,"hors stock",OK,,
5057,"HAMBURG 05K Aparador",259.00,EXCLU,"hors stock",OK,,
5058,"HAMBURG Base TV",239.00,EXCLU,"hors stock",OK,,
5059,"HAMBURG Aparador Alto",259.00,EXCLU,"hors stock",OK,,
5060,"HAMBURG 02K Aparador",199.00,EXCLU,"hors stock",OK,,
5061,"JUPITER LC - ESPELHO DE PAREDE CARVALHO MERCÚRIO",179.00,EXCLU,"hors stock",OK,,
5062,"MONACO LC - MÓVEL ALTO 2P CAXEMIRA/MERCÚRIO",259.00,EXCLU,"hors stock",OK,,
5063,"MONACO LC - APARADOR 181CM CAXEMIRA/MERCÚRIO",359.00,EXCLU,"hors stock",OK,,
5064,"MONACO LC -APARADOR 241CM CAXEMIRA/MERCÚRIO",419.00,EXCLU,"hors stock",OK,,
5065,"MONACO LC - MÓVEL ALTO 2P CAXEMIRA/CARVALHO CADIZ",259.00,EXCLU,"hors stock",OK,,
5066,"MONACO LC - APARADOR 181CM CAXEMIRA/CARVALHO CADIZ",359.00,EXCLU,"hors stock",OK,,
5067,"MONACO LC - APARADOR 241CM CAXEMIRA/CARVALHO CADIZ",419.00,EXCLU,"hors stock",OK,,
5068,"MONACO LC - MÓVEL ALTO 2P BRANCO LACADO/MERCÚRIO",259.00,EXCLU,"hors stock",OK,,
5069,"MONACO LC - APARADOR 181CM BRANCO LACADO/MERCÚRIO",359.00,EXCLU,"hors stock",OK,,
5070,"MONACO LC - APARADOR 241CM BRANCO LACADO/MERCÚRIO",419.00,EXCLU,"hors stock",OK,,
5071,"MONACO LC - MÓVEL ALTO 2P BRANCO LACADO/CARVALHO CADIZ",259.00,EXCLU,"hors stock",OK,,
5072,"MONACO LC - APARADOR 181CM BRANCO LACADO/CARVALHO CADIZ",349.00,EXCLU,"hors stock",OK,,
5073,"MONACO LC - APARADOR  241CM BRANCO LACADO/CARVALHO CADIZ",419.00,EXCLU,"hors stock",OK,,
5074,"GENT LC - ESPELHO DE PAREDE PAINEL BRANCO LACADO BRILHANTE",109.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5075,"Gent Lg - Espelho de Parede Painel Caxemira",109.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
5076,"GENT LG - ESPELHO DE PAREDE CARVALHO CADIZ",109.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5077,"ISCHIA LC - CÓMODA 4P LED TAMPO CARVALHO CADIZ FRENTES BRANCO LACADO BRILHANTE",389.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5081,"PALMA LC - MESA DE JANTAR 165CM PINHO E CARVALHO PÉS FERRO BRANCO",399.00,EXCLU,"hors stock",OK,,
5082,"RIO LC - MÓVEL SUSPENSO 180CM PORTA BATENTE CAXEMIRA",209.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5083,"RIO LC - MÓVEL SUSPENSO 160CM PORTA BATENTE CAXEMIRA",199.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5084,"STONE LC - APARADOR 4P CAXEMIRA",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5085,"STONE LC - APARADOR 3P CAXEMIRA",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5086,"STONE LC - APARADOR BAIXO 4P CAXEMIRA",309.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5087,"STONE LC - MÓVEL ALTO 2P CAXEMIRA",309.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5088,"LIDO Base TV 3 Portas",319.00,INCLUS,,MÉDIO,"description nettoyée",566
5089,"LIDO Vitrine",469.00,INCLUS,,MÉDIO,"description nettoyée",719
5090,"LIDO Base TV 1 Porta",269.00,EXCLU,"hors stock",OK,,
5091,"MURANO 05 Aparador",369.00,EXCLU,"hors stock",OK,,
5092,"MURANO 06 Vitrine",559.00,EXCLU,"hors stock",OK,,
5093,"MURANO 08 Aparador",419.00,EXCLU,"hors stock",OK,,
5094,"MURANO 10 Vitrine",469.00,EXCLU,"hors stock",OK,,
5095,"MURANO 12 Aparador",319.00,EXCLU,"hors stock",OK,,
5096,"ADRIATICO LC - APARADOR 4P CARVALHO CLARO LINDBERGH",419.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5097,"ADRIATICO LC - APARADOR 3P CARVALHO CLARO LINDBERGH",369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5098,"ADRIATICO LC - APARADOR 2P CARVALHO CLARO LINDBERGH",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5099,"SMILE Sapateira",169.00,INCLUS,,MÉDIO,"description nettoyée",422
5100,"HAMBURG Sapateira",199.00,EXCLU,"hors stock",OK,,
5101,"PRATIKO LC - CABIDE",79.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
5102,"PRATIKO LC - MÓVEL APOIO 2P GHISA",89.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5103,"PRATIKO LC - MÓVEL ALTO 2P 8 PRATELEIRAS GHISA",249.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5104,"PRATIKO LC - MÓVEL ALTO 2P 6 PRATELEIRAS GHISA",159.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5106,"KMAX 808 Sofá",399.00,INCLUS,,MÉDIO,"description nettoyée",123
5107,"PILLOW LC - CAMA 160X220 COM BAÚ",589.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5108,"SWING LC - ROUPEIRO 180X210 BRANCO BRILHO E ESPELHO",559.00,EXCLU,"aucune image ; image placeholder",OK,,
5109,"SWING LC - ROUPEIRO 180X230 BRANCO BRILHO",509.00,EXCLU,"aucune image ; image placeholder",OK,,
5110,"ZEN LC - APARADOR 4P 207X91X40",439.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5111,"ZEN LC - APARADOR 3P 156X91X40",359.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5112,"ZEN LC - MÓVEL AUXILIAR 4P 106X156X40",439.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5123,"K40209M Cadeirão",329.00,INCLUS,,MÉDIO,"description nettoyée",117
5126,"MONA Mesa de Cabeceira",129.00,INCLUS,,MÉDIO,"description nettoyée",707
5128,"MONA Cómoda",319.00,EXCLU,"hors stock",OK,,
5131,"FLORES Mesa de Jantar",79.00,EXCLU,"prix < 80 €",OK,,
5133,"YURI Conjunto de Mesa e Cadeiras",188.00,INCLUS,,MÉDIO,"description nettoyée",727
5134,"EMI Conjunto de Mesa e Cadeiras",189.00,INCLUS,,MÉDIO,"description nettoyée",641
5135,"HANA & SAKURA Conjunto de Mesa e Cadeiras",336.00,INCLUS,,MÉDIO,"description nettoyée",650
5136,"EVORA HT - ROUPEIRO 5 PORTAS C/ 3 ESPELHOS VERDE + DAB LEFKAS",979.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5137,"ZAVE 222 - 80X150 - 04 MULTI",23.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5138,"ZAVE 222 - 80X150 - 05 MULTI",23.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5139,"ZAVE 222 - 120X160 - 04 MULTI",37.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
5140,"ZAVE 222 - 120X160 - 05 MULTI",37.00,EXCLU,"prix < 80 € ; aucune image ; hors stock ; image placeholder",OK,,
5141,"ZAVE 222 - 133X190 - 04 MULTI",49.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5142,"ZAVE 222 - 133X190 - 05 MULTI",49.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5143,"ZAVE 222 - 160X235 - 04 MULTI",69.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5144,"ZAVE 222 - 160X235 - 05 MULTI",69.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5145,"ZAVE 222 - 200X285 - 04 MULTI",110.00,EXCLU,"aucune image ; image placeholder",OK,,
5146,"ZAVE 222 - 200X285 - 05 MULTI",110.00,EXCLU,"aucune image ; image placeholder",OK,,
5179,"ARCO 96 Vitrine",279.00,INCLUS,,MÉDIO,"description nettoyée",402
5180,"RIO Base TV",299.00,INCLUS,,MÉDIO,"description nettoyée",263
5182,"BAXTER Estante",599.00,INCLUS,,MÉDIO,"description nettoyée",15
5183,"DAMA LC Vitrine",289.00,INCLUS,,MÉDIO,"description nettoyée",127
5185,"BASIC 06 Vitrine",369.00,EXCLU,"hors stock",OK,,
5189,"AYA Aparador",569.00,INCLUS,,MÉDIO,"description nettoyée",389
5190,"AYA Base TV",459.00,INCLUS,,MÉDIO,"description nettoyée",818
5191,"AYA Vitrine",579.00,INCLUS,,MÉDIO,"description nettoyée",624
5192,"BASIC Aparador Alto",329.00,INCLUS,,MÉDIO,"description nettoyée",251
5193,"AROLLA Base TV",319.00,INCLUS,,MÉDIO,"description nettoyée",161
5194,"GH-25001 Cadeira",49.00,EXCLU,"prix < 80 €",OK,,
5195,"GH-25001 Pack 4 Cadeiras",156.00,INCLUS,,MÉDIO,"description nettoyée",290
5198,"MALMO Cadeira",35.00,EXCLU,"prix < 80 €",OK,,
5203,"KENZO - CAMA CARVALHO / BRANCO - 195 X 150",549.00,EXCLU,"aucune image ; image placeholder",OK,,
5204,"KENZO - MESA DE CABECEIRA 2 GAVETAS CARVALHO / BRANCO",169.00,EXCLU,"aucune image ; image placeholder",OK,,
5205,"KENZO - CÓMODA 3 GAVETAS CARVALHO / BRANCO",419.00,EXCLU,"aucune image ; image placeholder",OK,,
5206,"SKY Mesa de Jantar",279.00,INCLUS,,MÉDIO,"description nettoyée",647
5207,"PULP Vitrine",399.00,INCLUS,,MÉDIO,"description nettoyée",186
5212,"ENJOY Base TV",139.00,INCLUS,,MÉDIO,"description nettoyée",276
5217,"TEMPUR Almofada Prima",99.00,EXCLU,"aucune image ; image placeholder",OK,,
5218,"BASIC Base TV",179.00,INCLUS,,MÉDIO,"description nettoyée",409
5219,"21530124 Consola 3 Gavetas",139.00,INCLUS,,MÉDIO,"description nettoyée",932
5220,"Consola Rustica Branca 3 Gavetas 21530123",149.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",926
5221,"NOE Consola",55.00,EXCLU,"prix < 80 €",OK,,
5222,"RATTAN Sapateira",119.00,INCLUS,,MÉDIO,"description nettoyée",775
5223,"TOXIS Consola",135.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
5224,"MIRO Base TV",199.00,EXCLU,"hors stock",OK,,
5225,"SANTI Base TV",199.00,EXCLU,"hors stock",OK,,
5226,"DAMA Base TV",219.00,INCLUS,,MÉDIO,"description nettoyée",499
5227,"RIO Base TV",239.00,EXCLU,"hors stock",OK,,
5228,"GH-25089 Conjunto de Mesa e Cadeiras",99.00,INCLUS,,MÉDIO,"description nettoyée",878
5230,"MURANO Base TV",269.00,EXCLU,"hors stock",OK,,
5231,"MONACO Base TV",269.00,EXCLU,"hors stock",OK,,
5232,"MELINA Mesa de Jantar",369.00,EXCLU,"hors stock",OK,,
5233,"MELINA Roupeiro",1109.00,INCLUS,,MÉDIO,"description nettoyée",589
5234,"VICI Vitrine",649.00,EXCLU,"hors stock",OK,,
5235,"LIMA Mesa de Jantar",199.00,INCLUS,,MÉDIO,"description nettoyée",642
5236,"LIMA KL - ROUPEIRO FIM LINHA",639.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5237,"LIMA Roupeiro",349.00,INCLUS,,MÉDIO,"description nettoyée",98
5238,"FIORINO Mesa de Jantar",119.00,EXCLU,"hors stock",OK,,
5239,"TVE 6450 Mesa de Jantar",89.00,INCLUS,,MÉDIO,"description nettoyée",246
5242,"BLADE Cadeirão",219.00,EXCLU,"hors stock",OK,,
5243,"MOLAFLEX Colchão Orion",314.00,INCLUS,,OK,,152
5244,"URBAN Sofá Cama c/ Chaise Reversível",699.00,INCLUS,,MÉDIO,"description nettoyée",114
5245,"KORA Sofá de Canto C/ Cama e Baú",990.00,INCLUS,,MÉDIO,"description nettoyée",80
5246,"MOLAFLEX Colchão Moon",494.00,INCLUS,,MÉDIO,"description nettoyée",124
5248,"MOLAFLEX Colchão Mira",404.00,INCLUS,,OK,,139
5250,"MOLAFLEX Colchão Selection Pocket",439.20,INCLUS,,MÉDIO,"description nettoyée",53
5251,"MOLAFLEX Colchão Intensity",799.00,INCLUS,,MÉDIO,"description nettoyée",76
5253,"SAMA Mesa de Centro",65.00,EXCLU,"prix < 80 €",OK,,
5255,"MOLAFLEX Colchão Absolut",1149.00,INCLUS,,OK,,58
5257,"ENJOY Mesa de Centro",79.00,EXCLU,"prix < 80 €",OK,,
5265,"ECOSLEEP Colchão Fresh Adapt",549.00,INCLUS,,MÉDIO,"description nettoyée",103
5266,"SLEEP PRO Colchão",115.00,INCLUS,,MÉDIO,"description nettoyée",323
5267,"Sofa Md 2 Lugares Azul D-7099-3",229.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
5268,"FL 189 Tapete",6.00,EXCLU,"prix < 80 €",OK,,
5269,"SEASIDE Carpete",25.00,EXCLU,"prix < 80 €",OK,,
5275,"PRONTO 520 Carpete",20.00,EXCLU,"prix < 80 €",OK,,
5276,"NATURA 022 Tapete",32.00,EXCLU,"prix < 80 €",OK,,
5279,"GRAFI 025 Carpete",39.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5291,"MD BELGRADO CABECEIRA ATÉ 150 ALTURA X 160 COMPRIMENTO",549.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5292,"MD BELGRADO CABECEIRA ATÉ 150 ALTURA X 200 COMPRIMENTO",649.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5294,"FL 477 Tapete",8.00,EXCLU,"prix < 80 €",OK,,
5295,"FLUFFY 145 Tapete",39.20,EXCLU,"prix < 80 €",OK,,
5297,"MASEL 079 Carpete",49.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5298,"SMOOTH 146 Tapete",29.00,EXCLU,"prix < 80 €",OK,,
5300,"SOY/LOYS 240 Tapete",19.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5308,"PEGO 158 Tapete",25.00,EXCLU,"prix < 80 €",OK,,
5310,"LARU 241 Tapete",29.00,EXCLU,"prix < 80 €",OK,,
5311,"ENDES 261 Tapete",25.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5316,"Estrado Articulado Metálico",449.00,INCLUS,,MÉDIO,"description nettoyée",174
5318,"KMAX 607S Sofá de Canto",1749.00,INCLUS,,MÉDIO,"description nettoyée",598
5322,"LARA DS Móvel Baixo",42.00,EXCLU,"prix < 80 €",OK,,
5323,"GALA Mesa de Centro",59.00,EXCLU,"prix < 80 €",OK,,
5324,"AURA DS Estante Assimétrica",62.00,EXCLU,"prix < 80 €",OK,,
5325,"AURA DS Estante",85.00,INCLUS,,MÉDIO,"description nettoyée",593
5326,"AURA DS Móvel Alto",78.00,EXCLU,"prix < 80 €",OK,,
5327,"AURA DS Móvel de Entrada",96.00,INCLUS,,MÉDIO,"description nettoyée",713
5328,"ANTIGONA Estante Completa",229.00,INCLUS,,MÉDIO,"description nettoyée",625
5330,"PIKOLIN Almofada Visco Medium",27.50,EXCLU,"prix < 80 €",OK,,
5332,"PIKOLIN Almofada Memory Gel",32.00,EXCLU,"prix < 80 €",OK,,
5336,"Sofa Cama 3 Lugares Mzx 3356",799.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",894
5338,"10301 Mesa Quadrada",69.00,EXCLU,"prix < 80 € ; hors stock",OK,,
5339,"AMARO Roupeiro",990.00,INCLUS,,MÉDIO,"description nettoyée",892
5340,"AMARO LK Cómoda",399.00,INCLUS,,MÉDIO,"description nettoyée",613
5342,"AMARO Conjunto 2 Mesas de Cabeceira",359.00,INCLUS,,MÉDIO,"description nettoyée",900
5344,"MILTON LK - ROUPEIRO - CHESTNUT / ANTRACYT",1209.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5345,"MILTON LK - CÓMODA C/ 6 GAVETAS - CHESTNUT / ANTRACYT",479.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5346,"MILTON LK - CAMA 200 X 160 COM ARRUMAÇÃO - CHESTNUT / ANTRACYT",619.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5347,"MILTON LK - CONJ. 2 MESAS DE CABECEIRA  - CHESTNUT / ANTRACYT",359.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5348,"MILTON LK - ESTRADO ELEVATÓRIO 200 X 160",309.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5349,"TALLY Roupeiro",979.00,EXCLU,"hors stock",OK,,
5350,"TALLY Cómoda",349.00,EXCLU,"hors stock",OK,,
5352,"TALLY Conjunto 2 Mesas de Cabeceira",279.00,EXCLU,"hors stock",OK,,
5354,"DUERO Sofá 2/3 Lugares",389.00,INCLUS,,MÉDIO,"description nettoyée",193
5355,"KMAX P-16 Sofá Cama",419.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
5356,"HIRO Mesa de Cabeceira",159.00,EXCLU,"hors stock",OK,,
5358,"HIRO Mesa de Cabeceira",159.00,EXCLU,"hors stock",OK,,
5359,"AMARO Vitrine",529.00,INCLUS,,MÉDIO,"description nettoyée",373
5360,"AMARO Aparador Alto",329.00,INCLUS,,MÉDIO,"description nettoyée",495
5361,"AMARO Aparador",429.00,INCLUS,,MÉDIO,"description nettoyée",379
5362,"AMARO Base TV",319.00,INCLUS,,MÉDIO,"description nettoyée",620
5363,"NABU Vitrine",549.00,EXCLU,"hors stock",OK,,
5364,"NABU Cómoda 4 Gavetas",289.00,EXCLU,"hors stock",OK,,
5365,"NABU Cómoda 6 Gavetas",379.00,EXCLU,"hors stock",OK,,
5366,"NABU Base TV",299.00,EXCLU,"hors stock",OK,,
5367,"LANTE LK - K MÓVEL ALTO 2P - BEGE",609.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5368,"LANTE LK - L CÓMODA 88 4G / - BEGE",479.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5369,"LANTE LK - M MESA DE JANTAR EXTENSÍVEL - BEGE",539.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5370,"LANTE LK - B CÓMODA 6G 163",619.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5371,"LANTE LK - C APARADOR 163 2P3G",579.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5372,"LANTE LK - D APARADOR 138 1P3G",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5373,"LANTE LK - G MESA DE CABECEIRA 2G",239.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5374,"LANTE LK - J TOUCADOR",319.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
5376,"KMAX 6087 Sofá Relax",449.00,INCLUS,,OK,,35
5377,"NILLS AQ Sofá Cama",939.00,INCLUS,,MÉDIO,"description nettoyée",111
5379,"MOLAFLEX Colchão Vital Pocket",798.00,INCLUS,,MÉDIO,"description nettoyée",77
5380,"FB-021 Cama Dobrável Preta",199.00,INCLUS,,MÉDIO,"description nettoyée",529
5381,"FB-061E Cama Dobrável Elétrica",299.00,INCLUS,,MÉDIO,"description nettoyée",516
5382,"FB-060E Cama Dobrável Elétrica",299.00,INCLUS,,MÉDIO,"description nettoyée",517
5383,"UGO Banco Alto",49.00,EXCLU,"prix < 80 €",OK,,
5386,"TOLEDO Base TV",399.00,INCLUS,,MÉDIO,"description nettoyée",199
5393,"HIRO Aparador Alto",349.00,EXCLU,"hors stock",OK,,
5395,"HS 60781 Sofá Chaise Longue",899.00,INCLUS,,MÉDIO,"description nettoyée",85
5396,"ALMOFADA 45X45 BOHO AZUL",15.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5397,"ALMOFADA 45X45 COBRE/ NATURAL",14.12,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5398,"ALMOFADA 45X45 PEÓNIAS ROSA PASTEL",16.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5399,"ALMOFADA 45X45 PEÓNIAS VERDE PASTEL",16.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5400,"ALMOFADA 45X45 ZEBRAS ROSA",14.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5401,"ALMOFADA AZUL/VERDE 45X45",14.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5402,"ALMOFADA BLOOM 45X45",14.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5403,"ALMOFADA FLOR 45X45",15.12,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5404,"ALMOFADA LATEX NORMAL",40.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5405,"ALMOFADA MEMORY MORE",58.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5406,"ALMOFADA OXYGEL CLASSIC 60X40",58.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5407,"ALMOFADA PÁSSAROS 45X45",13.24,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5408,"ALMOFADA RENDA CINZA 35X50",12.20,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5409,"ALMOFADA REVIVE CLASSIC 60X40",50.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5410,"ALMOFADA SUPREME LATEX",15.08,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5411,"ALMOFADA VELUDO COBRE 33X50",12.20,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5412,"ALMOFADA VISCOELASTICA CERVICAL",62.56,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5413,"APARADOR C PE METAL",1500.00,EXCLU,"aucune image ; image placeholder",OK,,
5414,"APARADOR GENOVA",800.00,EXCLU,"aucune image ; image placeholder",OK,,
5415,BANCO,28.30,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5416,"BANCO COZINHA ESTOFADO",34.60,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5417,"CABECEIRA 150, TECIDO OPALO 20",600.00,EXCLU,"aucune image ; image placeholder",OK,,
5418,"CABECEIRA LACADA VENUS 160CMX170CM",640.00,EXCLU,"aucune image ; image placeholder",OK,,
5419,"CABIDE BRANCO",162.00,EXCLU,"aucune image ; image placeholder",OK,,
5420,"CABIDE CEREJEIRA NOGUEIRA",140.00,EXCLU,"aucune image ; image placeholder",OK,,
5421,"CADEIRA CINZA NIOBE",56.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5422,"CADEIRA GRIS MAIKA",38.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5423,"CADEIRA PA0230",182.00,EXCLU,"aucune image ; image placeholder",OK,,
5424,"CADEIRA PRETA",52.08,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5427,CANDEEIROS,10.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5428,"COLCHAO HIGH LÁTEX 190X80",240.00,EXCLU,"aucune image ; image placeholder",OK,,
5429,"CÓMODA SENSI, CARVALHO CLEAR, LACADO ARENA",240.00,EXCLU,"aucune image ; image placeholder",OK,,
5430,CONSOLA,280.00,EXCLU,"aucune image ; image placeholder",OK,,
5431,ESTATUETA,14.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5432,"ESTATUETA DEC44",8.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5433,"ESTRADO 183X98",60.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5434,"ESTRADO 195X150",60.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5435,"ESTRADO 2X2",80.00,EXCLU,"aucune image ; image placeholder",OK,,
5436,"ESTRADO ARTICULADO DE FERRO C/MOTOR 190X80",300.00,EXCLU,"aucune image ; image placeholder",OK,,
5437,"FRONHA ALMOFADA 60X40 BRANCO",15.64,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5438,"JARRA DECORATIVA",12.20,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5439,"JARRA DECORATIVA CINZA",12.20,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5440,"JARRÃO DEC3",50.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5441,"LENÇOL PROTETOR 183X133 BEGE",44.82,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
5442,"LENÇOL PROTETOR 200X140 BRANCO",46.34,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
